run_id,cv_mode,fold_id,track,variant,model_family,model_key,n_train,n_valid,mae,rmse,mape,mae_tier_centrum,mae_tier_vesten_rand,mae_event,mae_non_event,fit_status
F0_persistence_baseline,fixed_export,cv_fold_2,forecast,F0,baseline,persistence_baseline,82114,10725,0.0579236755920492,0.1134874895295287,23.840424821512077,0.0820244166028204,0.0379827660080818,0.0586493895654363,0.0574556346015442,ok
F0_persistence_baseline,fixed_export,cv_fold_3,forecast,F0,baseline,persistence_baseline,107789,22048,0.0570395579808611,0.1059216902465515,42031.534625262415,0.0790664118059886,0.0350446502816585,0.0584528392813116,0.0565429388147267,ok
F1_ridge_a1_0,fold_safe,cv_fold_1,forecast,F1,ridge,ridge_a1_0,61192,11529,0.2193684115631306,0.2643784887836068,15891.955566806322,0.2193684115631306,,0.2408722973261685,0.2127636466501976,ok
F1_ridge_a1_0,fold_safe,cv_fold_2,forecast,F1,ridge,ridge_a1_0,82114,10725,0.2431408071653667,0.2899898341138218,18977.558513690263,0.2431408071653667,,0.2630230204576793,0.2363584290408915,ok
F1_ridge_a1_0,fold_safe,cv_fold_3,forecast,F1,ridge,ridge_a1_0,107789,22048,0.237754453859035,0.2852917955438667,465104.55162274255,0.2246409191527891,0.2648086342407731,0.2564093032293856,0.2307077398401779,ok
F1_ridge_a1_0,fixed_export,cv_fold_1,forecast,F1,ridge,ridge_a1_0,61192,11529,0.2102482500611355,0.268763933398357,98047.47934522683,0.2216738044198408,0.1892291698874482,0.2137168533468458,0.2081865633066088,ok
F1_ridge_a1_0,fixed_export,cv_fold_2,forecast,F1,ridge,ridge_a1_0,82114,10725,0.2377021750203029,0.2860020006573829,502.0142002279126,0.2062538483867047,0.2637224636781241,0.2474002145162267,0.2314475345171802,ok
F1_ridge_a1_0,fixed_export,cv_fold_3,forecast,F1,ridge,ridge_a1_0,107789,22048,0.2203682362517757,0.275325227363063,740739.917866713,0.2799629860983419,0.1608599182396497,0.2188496435585471,0.2209018612539381,ok
F1_rf_90_d12_l2,fold_safe,cv_fold_1,forecast,F1,random_forest,rf_90_d12_l2,61192,11529,0.1361032715852469,0.1770417496470026,6219.073624242966,0.1361032715852469,,0.1335737121921737,0.136880207684548,ok
F1_rf_90_d12_l2,fold_safe,cv_fold_2,forecast,F1,random_forest,rf_90_d12_l2,82114,10725,0.2339336424009218,0.281937852529986,15617.839354363696,0.2339336424009218,,0.2084747587812681,0.2426183784912575,ok
F1_rf_90_d12_l2,fold_safe,cv_fold_3,forecast,F1,random_forest,rf_90_d12_l2,107789,22048,0.3506403852139071,0.4129421246222171,389176.030391284,0.3207439096239253,0.4123189990665368,0.3655318117424312,0.3450152728371697,ok
F1_rf_90_d12_l2,fixed_export,cv_fold_1,forecast,F1,random_forest,rf_90_d12_l2,61192,11529,0.1391573397584026,0.1787657270849487,152286.87838725263,0.1159617206169587,0.1818292804893003,0.1389239305454323,0.1392960747601101,ok
F1_rf_90_d12_l2,fixed_export,cv_fold_2,forecast,F1,random_forest,rf_90_d12_l2,82114,10725,0.3229325647815286,0.41900350373111,669.3656615596117,0.3279795459894589,0.3187567016454392,0.3212889272260413,0.3239926101681581,ok
F1_rf_90_d12_l2,fixed_export,cv_fold_3,forecast,F1,random_forest,rf_90_d12_l2,107789,22048,0.3182532656959066,0.4018844032311203,1347993.2967363058,0.4295168675341039,0.2071510323882942,0.3318613758293474,0.313471451696825,ok
F1_xgb_80_d4_lr006,fold_safe,cv_fold_1,forecast,F1,xgboost,xgb_80_d4_lr006,61192,11529,0.1691175497305741,0.2023059714480687,10429.532801416168,0.1691175497305741,,0.1833999629679049,0.1647308085219654,ok
F1_xgb_80_d4_lr006,fold_safe,cv_fold_2,forecast,F1,xgboost,xgb_80_d4_lr006,82114,10725,0.226455991319074,0.265573586823334,16213.28279329246,0.226455991319074,,0.2397676558535079,0.2219150108451543,ok
F1_xgb_80_d4_lr006,fold_safe,cv_fold_3,forecast,F1,xgboost,xgb_80_d4_lr006,107789,22048,0.2580508848714605,0.3111892535933481,447880.89779864065,0.2337174457582242,0.3082525479489207,0.2784953602853917,0.2503281545160762,ok
F1_xgb_80_d4_lr006,fixed_export,cv_fold_1,forecast,F1,xgboost,xgb_80_d4_lr006,61192,11529,0.1761332502124838,0.2179240186852414,154076.51705444165,0.1885850777958177,0.153226181192799,0.1778885379081728,0.1750899330342137,ok
F1_xgb_80_d4_lr006,fixed_export,cv_fold_2,forecast,F1,xgboost,xgb_80_d4_lr006,82114,10725,0.2630526939876643,0.3156476999694483,556.4061415923925,0.2399241692273191,0.2821891936019488,0.2684392792437568,0.2595786769628377,ok
F1_xgb_80_d4_lr006,fixed_export,cv_fold_3,forecast,F1,xgboost,xgb_80_d4_lr006,107789,22048,0.2276149249893008,0.2856782239339233,1198242.580509956,0.2971059400133694,0.1582246946135631,0.2341327242244048,0.2253246066923439,ok
F2_ridge_a1_0,fold_safe,cv_fold_1,forecast,F2,ridge,ridge_a1_0,61192,11529,0.1012982172042166,0.1316719425670645,2559.0741946830112,0.1012982172042166,,0.1099037936843971,0.0986550758567326,ok
F2_ridge_a1_0,fold_safe,cv_fold_2,forecast,F2,ridge,ridge_a1_0,82114,10725,0.102734351351083,0.1337519907176165,3382.1045332931208,0.102734351351083,,0.1155458027236165,0.0983640075541253,ok
F2_ridge_a1_0,fold_safe,cv_fold_3,forecast,F2,ridge,ridge_a1_0,107789,22048,0.0890078516547094,0.1287062154801807,81560.97102244034,0.0920884766364446,0.0826522971980869,0.0955687484959051,0.0865295275026736,ok
F2_ridge_a1_0,fixed_export,cv_fold_1,forecast,F2,ridge,ridge_a1_0,61192,11529,0.0964465906656805,0.13291645149339,67439.2392574366,0.1057930297587618,0.0792523656444429,0.1002199649749014,0.0942037524993091,ok
F2_ridge_a1_0,fixed_export,cv_fold_2,forecast,F2,ridge,ridge_a1_0,82114,10725,0.0654352514840642,0.1087976333773331,64.47106122055732,0.0842620854167985,0.0498579630912618,0.0682183249159172,0.0636403398612204,ok
F2_ridge_a1_0,fixed_export,cv_fold_3,forecast,F2,ridge,ridge_a1_0,107789,22048,0.067181477447668,0.0972721033424648,244751.10711111675,0.0854647993187894,0.0489246723595359,0.0666322367952444,0.067374477549436,ok
F2_rf_90_d12_l2,fold_safe,cv_fold_1,forecast,F2,random_forest,rf_90_d12_l2,61192,11529,0.0660109238999537,0.0948563590081142,1942.3631114188988,0.0660109238999537,,0.0718178762878091,0.0642273599522553,ok
F2_rf_90_d12_l2,fold_safe,cv_fold_2,forecast,F2,random_forest,rf_90_d12_l2,82114,10725,0.0656118329787882,0.0927877118169135,2059.2979265295053,0.0656118329787882,,0.0725305180867471,0.063251676298219,ok
F2_rf_90_d12_l2,fold_safe,cv_fold_3,forecast,F2,random_forest,rf_90_d12_l2,107789,22048,0.0719074783329231,0.1054448175719698,64781.653309372436,0.0742999924393527,0.0669715468963463,0.073571483578212,0.0712789142069609,ok
F2_rf_90_d12_l2,fixed_export,cv_fold_1,forecast,F2,random_forest,rf_90_d12_l2,61192,11529,0.0599896744927072,0.0925889291336104,58738.11020377326,0.0631271714682271,0.0542177619532593,0.0621934289823826,0.0586797952510221,ok
F2_rf_90_d12_l2,fixed_export,cv_fold_2,forecast,F2,random_forest,rf_90_d12_l2,82114,10725,0.0455435583187544,0.0827811451638369,38.09151586940771,0.0554159905280267,0.0373751257394008,0.0475907828986788,0.0442232240613032,ok
F2_rf_90_d12_l2,fixed_export,cv_fold_3,forecast,F2,random_forest,rf_90_d12_l2,107789,22048,0.0553756553001006,0.0866988271070482,109177.64012379057,0.0718362535804561,0.0389389302587303,0.0540734397198782,0.0558332465916369,ok
F2_xgb_80_d4_lr006,fold_safe,cv_fold_1,forecast,F2,xgboost,xgb_80_d4_lr006,61192,11529,0.0730719338551339,0.1031493476712927,1843.8918177511357,0.0730719338551339,,0.0800867683322533,0.0709173775514472,ok
F2_xgb_80_d4_lr006,fold_safe,cv_fold_2,forecast,F2,xgboost,xgb_80_d4_lr006,82114,10725,0.0733535968203702,0.1025053751664099,2159.3824822281545,0.0733535968203702,,0.0815265976391351,0.0705655580266237,ok
F2_xgb_80_d4_lr006,fold_safe,cv_fold_3,forecast,F2,xgboost,xgb_80_d4_lr006,107789,22048,0.075974755993732,0.1093863498716516,53249.35304579204,0.079420009502422,0.0688669462404606,0.0774271305981163,0.0754261335802156,ok
F2_xgb_80_d4_lr006,fixed_export,cv_fold_1,forecast,F2,xgboost,xgb_80_d4_lr006,61192,11529,0.0728608017972242,0.1074431036687461,63290.42869435062,0.0776385903036813,0.0640713184586212,0.0762979685169592,0.0708178004749423,ok
F2_xgb_80_d4_lr006,fixed_export,cv_fold_2,forecast,F2,xgboost,xgb_80_d4_lr006,82114,10725,0.0519190778765574,0.0900560553968371,46.391788220365434,0.0649802971132176,0.0411122486700108,0.0526612693442363,0.0514404099131234,ok
F2_xgb_80_d4_lr006,fixed_export,cv_fold_3,forecast,F2,xgboost,xgb_80_d4_lr006,107789,22048,0.0613005538420363,0.0907846419648261,200890.5087039889,0.077597622419059,0.0450271213325655,0.0604978988090986,0.0615826023436502,ok
F3_ridge_a1_0,fold_safe,cv_fold_1,forecast,F3,ridge,ridge_a1_0,46662,8531,0.0730684085224252,0.0968318038765343,2346.5657265979426,0.0730684085224252,,0.0794217204072043,0.0711946251295707,ok
F3_ridge_a1_0,fold_safe,cv_fold_2,forecast,F3,ridge,ridge_a1_0,65209,8065,0.0721280008575074,0.0957592952956342,2989.0938977724213,0.0721280008575074,,0.0808130180262748,0.0693453259067416,ok
F3_ridge_a1_0,fold_safe,cv_fold_3,forecast,F3,ridge,ridge_a1_0,90136,18383,0.0729920303707645,0.1031734437917379,74150.02041907913,0.0759565100891459,0.0680505140550525,0.0747340090000204,0.0723137238256865,ok
F3_ridge_a1_0,fixed_export,cv_fold_1,forecast,F3,ridge,ridge_a1_0,46606,8587,0.0708374921303816,0.0990941300614118,9673.07346998669,0.0801181497762393,0.0559394461339517,0.0718294013023718,0.0702807605642118,ok
F3_ridge_a1_0,fixed_export,cv_fold_2,forecast,F3,ridge,ridge_a1_0,63476,9798,0.0473407796402426,0.0784068338158939,31.514787638134084,0.0541465339380647,0.0421962148323191,0.0477131746757154,0.047108480184903,ok
F3_ridge_a1_0,fixed_export,cv_fold_3,forecast,F3,ridge,ridge_a1_0,86546,21973,0.060625371217176,0.0916658009594434,193433.82372609823,0.0763778014101502,0.0449487495051087,0.0595542579844236,0.0610029574220248,ok
F3_rf_90_d12_l2,fold_safe,cv_fold_1,forecast,F3,random_forest,rf_90_d12_l2,46662,8531,0.0624896143594578,0.0854004264069908,2614.7273091654533,0.0624896143594578,,0.0684738361567646,0.06072468677109,ok
F3_rf_90_d12_l2,fold_safe,cv_fold_2,forecast,F3,random_forest,rf_90_d12_l2,65209,8065,0.063597327411839,0.0859723777686519,2819.256982314996,0.063597327411839,,0.0706743500738744,0.0613298530585969,ok
F3_rf_90_d12_l2,fold_safe,cv_fold_3,forecast,F3,random_forest,rf_90_d12_l2,90136,18383,0.0699868224948772,0.102001647541704,74174.04188860748,0.0721770378840329,0.0663359339381675,0.0716483897358082,0.0693398272242796,ok
F3_rf_90_d12_l2,fixed_export,cv_fold_1,forecast,F3,random_forest,rf_90_d12_l2,46606,8587,0.0548739320501362,0.0797733473344842,9192.894087892077,0.06079757887512,0.0453648254509283,0.055998868705814,0.0542425357853948,ok
F3_rf_90_d12_l2,fixed_export,cv_fold_2,forecast,F3,random_forest,rf_90_d12_l2,63476,9798,0.0381246028071336,0.0670088405006479,30.71080051687724,0.0408952663961116,0.0360302194705191,0.038248064834874,0.0380475873824709,ok
F3_rf_90_d12_l2,fixed_export,cv_fold_3,forecast,F3,random_forest,rf_90_d12_l2,86546,21973,0.0550269477834118,0.0862769358704033,125653.7068853174,0.0711984401005325,0.0389332806812921,0.053294715711437,0.0556375899769486,ok
F3_xgb_80_d4_lr006,fold_safe,cv_fold_1,forecast,F3,xgboost,xgb_80_d4_lr006,46662,8531,0.0641906023507251,0.0863178771515964,2771.0784131901564,0.0641906023507251,,0.0704897659992638,0.0623327889067192,ok
F3_xgb_80_d4_lr006,fold_safe,cv_fold_2,forecast,F3,xgboost,xgb_80_d4_lr006,65209,8065,0.0656347485614973,0.0878694756829096,2845.06513571252,0.0656347485614973,,0.0730796395788966,0.0632494093799238,ok
F3_xgb_80_d4_lr006,fold_safe,cv_fold_3,forecast,F3,xgboost,xgb_80_d4_lr006,90136,18383,0.0688925007519555,0.0995259268749475,63649.313748951296,0.0709877716517737,0.0653998759675496,0.070693602812373,0.0681911722193223,ok
F3_xgb_80_d4_lr006,fixed_export,cv_fold_1,forecast,F3,xgboost,xgb_80_d4_lr006,46606,8587,0.060863548663094,0.0858965177002666,10351.793145444082,0.0676965609389741,0.0498946566874624,0.061557975730453,0.0604737856891053,ok
F3_xgb_80_d4_lr006,fixed_export,cv_fold_2,forecast,F3,xgboost,xgb_80_d4_lr006,63476,9798,0.0415720338598242,0.0715552314396386,30.31294445482206,0.0459811992912207,0.0382390840767364,0.0404942626150967,0.0422443459190146,ok
F3_xgb_80_d4_lr006,fixed_export,cv_fold_3,forecast,F3,xgboost,xgb_80_d4_lr006,86546,21973,0.0591865666434277,0.0885384318452975,201201.4794499482,0.0756606366146867,0.0427917780404132,0.0583887223258482,0.0594678207617816,ok
F4_ridge_a1_0,fold_safe,cv_fold_1,forecast,F4,ridge,ridge_a1_0,10225,207,0.0615540365510435,0.090478379964487,14.439076443622726,0.0615540365510435,,0.0856393644787004,0.0589780656496898,ok
F4_ridge_a1_0,fold_safe,cv_fold_2,forecast,F4,ridge,ridge_a1_0,23409,200,0.0806634545694051,0.0953228102910188,23.67893197344207,0.0806634545694051,,0.0875953859239528,0.0798932399744554,ok
F4_ridge_a1_0,fold_safe,cv_fold_3,forecast,F4,ridge,ridge_a1_0,47935,9083,0.0696533125172286,0.1070685835416737,105340.39491563477,0.0793718070408083,0.0648316842014615,0.067663119524843,0.0705684430461928,ok
F4_ridge_a1_0,fixed_export,cv_fold_1,forecast,F4,ridge,ridge_a1_0,10357,75,0.0709002293909774,0.0878481622432026,16.672546811610747,0.0709002293909774,,0.0744646684963154,0.0682476235451445,ok
F4_ridge_a1_0,fixed_export,cv_fold_2,forecast,F4,ridge,ridge_a1_0,16174,7435,0.034717908717689,0.0582612823716252,27.91218345851037,0.0293645506693084,0.0370766640368166,0.0357144734370897,0.0341033713086391,ok
F4_ridge_a1_0,fixed_export,cv_fold_3,forecast,F4,ridge,ridge_a1_0,35266,21752,0.0563177370021644,0.0894910956113456,163383.7733682049,0.0731714869978595,0.0396978958815008,0.0552406311404566,0.0566968563069596,ok
F4_rf_90_d12_l2,fold_safe,cv_fold_1,forecast,F4,random_forest,rf_90_d12_l2,10225,207,0.0594564162138376,0.0843410208493765,14.772572458167591,0.0594564162138376,,0.0711193931623896,0.0582090390000887,ok
F4_rf_90_d12_l2,fold_safe,cv_fold_2,forecast,F4,random_forest,rf_90_d12_l2,23409,200,0.0585830312944597,0.0806416306187053,14.140263862702025,0.0585830312944597,,0.0707349682020952,0.0572328160825003,ok
F4_rf_90_d12_l2,fold_safe,cv_fold_3,forecast,F4,random_forest,rf_90_d12_l2,47935,9083,0.0634084313029627,0.0986641027780075,123536.89994080248,0.0726191492847205,0.0588387257254541,0.0618982280317971,0.0641028529614012,ok
F4_rf_90_d12_l2,fixed_export,cv_fold_1,forecast,F4,random_forest,rf_90_d12_l2,10357,75,0.0558669104838683,0.0704586306267001,15.114753394530783,0.0558669104838683,,0.0522324675426452,0.0585716122075691,ok
F4_rf_90_d12_l2,fixed_export,cv_fold_2,forecast,F4,random_forest,rf_90_d12_l2,16174,7435,0.0297862385470579,0.053801523287844,19.353686321285423,0.0250960702937606,0.0318527842955559,0.0307433549602184,0.0291960271646437,ok
F4_rf_90_d12_l2,fixed_export,cv_fold_3,forecast,F4,random_forest,rf_90_d12_l2,35266,21752,0.0503888316050173,0.0809301811237582,111949.78193215534,0.066097823195493,0.0348978610811734,0.0487424176574566,0.0509683357497768,ok
F4_xgb_80_d4_lr006,fold_safe,cv_fold_1,forecast,F4,xgboost,xgb_80_d4_lr006,10225,207,0.062241398828774,0.0878901212539037,15.4536161059476,0.062241398828774,,0.0679752705298891,0.0616281505184944,ok
F4_xgb_80_d4_lr006,fold_safe,cv_fold_2,forecast,F4,xgboost,xgb_80_d4_lr006,23409,200,0.0577738334343891,0.0794387303736495,14.928821089195024,0.0577738334343891,,0.0859287429713841,0.0546455101525007,ok
F4_xgb_80_d4_lr006,fold_safe,cv_fold_3,forecast,F4,xgboost,xgb_80_d4_lr006,47935,9083,0.0644942739315177,0.0994533128815415,97205.4604506527,0.0737709548082301,0.0598918422397605,0.0623222885825688,0.0654929962207081,ok
F4_xgb_80_d4_lr006,fixed_export,cv_fold_1,forecast,F4,xgboost,xgb_80_d4_lr006,10357,75,0.0623362826022821,0.0758647025985201,15.661648042329135,0.0623362826022821,,0.0581771397231465,0.065431458698383,ok
F4_xgb_80_d4_lr006,fixed_export,cv_fold_2,forecast,F4,xgboost,xgb_80_d4_lr006,16174,7435,0.0300616986351697,0.0526313337366212,21.170195985432446,0.0259708710189267,0.0318641675364168,0.0299454279577912,0.0301333976221332,ok
F4_xgb_80_d4_lr006,fixed_export,cv_fold_3,forecast,F4,xgboost,xgb_80_d4_lr006,35266,21752,0.0528309260679088,0.0815487180156802,154966.04443736313,0.0680132335206895,0.0378593299676502,0.0515510491882185,0.0532814166372224,ok
R1_F1_xgb_80_d4_lr006,fold_safe,cv_fold_1,forecast,F1,xgboost,xgb_80_d4_lr006,61192,11529,0.16911754973057416,0.20230597144806875,10429.532801416168,0.16911754973057416,,0.1833999629679049,0.16473080852196545,ok
R1_F1_xgb_80_d4_lr006,fold_safe,cv_fold_2,forecast,F1,xgboost,xgb_80_d4_lr006,82114,10725,0.22645599131907407,0.26557358682333404,16213.282793292461,0.22645599131907407,,0.23976765585350795,0.22191501084515436,ok
R1_F1_xgb_80_d4_lr006,fold_safe,cv_fold_3,forecast,F1,xgboost,xgb_80_d4_lr006,107789,22048,0.2580508848714605,0.31118925359334815,447880.89779864065,0.2337174457582242,0.30825254794892076,0.27849536028539174,0.25032815451607626,ok
R1_F1_rf_90_d12_l2,fold_safe,cv_fold_1,forecast,F1,random_forest,rf_90_d12_l2,61192,11529,0.13610327158524693,0.1770417496470026,6219.073624242966,0.13610327158524693,,0.1335737121921737,0.136880207684548,ok
R1_F1_rf_90_d12_l2,fold_safe,cv_fold_2,forecast,F1,random_forest,rf_90_d12_l2,82114,10725,0.2339336424009218,0.281937852529986,15617.839354363692,0.2339336424009218,,0.20847475878126814,0.24261837849125756,ok
R1_F1_rf_90_d12_l2,fold_safe,cv_fold_3,forecast,F1,random_forest,rf_90_d12_l2,107789,22048,0.3506403852139071,0.4129421246222171,389176.030391284,0.32074390962392535,0.4123189990665368,0.3655318117424312,0.3450152728371697,ok
R1_P3_xgb_80_d4_lr006,fold_safe,cv_fold_1,policy,P3,xgboost,xgb_80_d4_lr006,61192,11529,0.1761171833756756,0.21789929909250613,153903.33497385614,0.1885701607239584,0.1532079991849554,0.17788853790817286,0.17506431630602093,ok
R1_P3_xgb_80_d4_lr006,fold_safe,cv_fold_2,policy,P3,xgboost,xgb_80_d4_lr006,82114,10725,0.2630526939876643,0.31564769996944836,556.4061415923925,0.23992416922731913,0.28218919360194883,0.2684392792437568,0.25957867696283776,ok
R1_P3_xgb_80_d4_lr006,fold_safe,cv_fold_3,policy,P3,xgboost,xgb_80_d4_lr006,107789,22048,0.22761492498930086,0.2856782239339233,1198242.580509956,0.2971059400133694,0.15822469461356312,0.23413272422440481,0.22532460669234397,ok
R1_P4_xgb_80_d4_lr006,fold_safe,cv_fold_1,policy,P4,xgboost,xgb_80_d4_lr006,61192,11529,0.18169145787337324,0.22409254980600846,157121.08199158168,0.19560693680148383,0.15609177508665942,0.18704991193190515,0.1785064716275469,ok
R1_P4_xgb_80_d4_lr006,fold_safe,cv_fold_2,policy,P4,xgboost,xgb_80_d4_lr006,82114,10725,0.26363104137299087,0.31741464863377744,559.4041394435517,0.2354984246091329,0.2869079176730921,0.2706032006152742,0.2591344264015489,ok
R1_P4_xgb_80_d4_lr006,fold_safe,cv_fold_3,policy,P4,xgboost,xgb_80_d4_lr006,107789,22048,0.22737098214847637,0.28565670083855244,1082727.8570823865,0.297457963777906,0.15738564951343315,0.23558316656339373,0.2244852663500871,ok
